tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Carnicería,True,2015.0,1.0,1.0,Permanezca igual,Igual,Permanecen iguales por la calidad de los productos,Iguales,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Poco,True,False,False,False,False,,,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,9:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.9983002,-59.2735942,1000000,,,-,
Cafeterías,False,2008.0,4.0,4.0,Permanezca igual,Peor,Macroeconomía,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Nada,Mucho,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.527678,-58.518916,,,,,
Almacén,True,2024.0,3.0,2.0,Permanezca igual,Peor,Porque no hay hay dinero suficiente en las familias consumidoras y los servicios son caros,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Poco,Nada,Algo,Nada,False,True,True,False,True,Mercado pago,Los procedimientos para aplicar son complicados,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:30 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.998646,-59.2736428,1500000,,,,
Dietéticas,False,1999.0,3.0,2.0,Permanezca igual,Igual,,Menores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,7:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.5109,-58.4891,,Ninguno,,,
Almacén,True,1980.0,2.0,2.0,Permanezca igual,Peor,No hay plata,Mayores,Permaneció igual,Incremente,Muy poco,Bajó,Permanezcan igual,Moderado,Mucho,Mucho,Moderado,False,False,False,False,False,No,Los requerimientos de garantía son muy altos,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,9:00 am,8:00 pm,Mujer,Rentado,Universidad y más,De 41 a 50,-34.5716733,-58.5272441,1000000,,,No saben,
Huevería,False,2025.0,3.0,0.0,Aumente,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Algo,True,False,False,False,False,Mercado Crédito (crédito de Mercado Pago),,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,7:30 pm,Hombre,Rentado,Secundaria,Menos de 20,-34.5106,-58.4889,,ninguno,,,
Confitería o Panadería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.3144678,-59.1362561,,,,,
Verdulería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.3131028,-59.1370815,,,,,
Dietéticas,False,2022.0,3.0,3.0,Permanezca igual,Igual,Precios competitivos y variedad,Iguales,Aumentó,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Mucho,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 21 a 30,-34.528345,-58.519876,2000000,,,,
Almacén,True,2023.0,2.0,2.0,Aumente,Mejor,Por la temporada del año,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Mucho,Moderado,Mucho,False,True,True,False,False,,No creo que me lo aprobarían,False,Porque tendría que pagar más impuestos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,9:00 pm,Hombre,Rentado,Secundaria,Menos de 20,-34.998989,-59.2754714,2500000,,,-,
Confitería o Panadería,False,2021.0,2.0,2.0,Permanezca igual,Igual,Desde Julio en adelante se estabilizó en un nivel menor,Iguales,Permaneció igual,Permanezca igual,Demsiado grande,Permaneció igual,Aumenten,Poco,Nada,Mucho,Algo,False,False,False,False,False,,Los procedimientos para aplicar son complicados,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,7:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.611377,-58.411573,2000000,,1300,,
Kiosko,False,2009.0,2.0,0.0,Permanezca igual,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Moderado,Algo,Nada,False,False,True,False,False,,No creo que me lo aprobarían,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,10:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.5886491,-58.399001,1800000.0,1.800.000 pesos,,No sabe,
Kiosko,False,1997.0,2.0,1.0,Permanezca igual,Igual,,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Algo,False,False,True,False,False,,No necesito un crédito,False,Porque sería muy complicado administrarlo,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,10:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.5894452,-58.3998676,,Lo mismo que gana en el kiosko,,No sabe,
Kiosko,False,2010.0,5.0,5.0,Permanezca igual,Mejor,Cambio de temporada,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Algo,Mucho,Nada,False,False,True,False,False,,Las tasas de interés son muy altas,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.34957272230373,-58.79627587598224,5000000,,4378,,
Fiambrería,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.6019545,-58.3969816,,,,,
Kiosko,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.7752918,-58.3975351,,,,,
Bares y pequeños restaurantes,False,2023.0,7.0,7.0,Aumente,Peor,,Mayores,Permaneció igual,Incremente,Demsiado grande,Aumentó,Permanezcan igual,Poco,Nada,Mucho,Algo,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",,,,,,,,,,,,,
Almacén,False,1980.0,9.0,6.0,Aumente,Mejor,,Mayores,Disminuyó,Disminuya,Demsiado grande,Permaneció igual,Aumenten,Nada,Nada,Nada,Nada,True,True,True,True,True,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",6:30 am,10:30 pm,Hombre,Rentado,Primaria,De 41 a 50,,,,fwer,,rqwe,
Almacén,False,2015.0,4.0,1.0,Permanezca igual,Igual,Se está a la expectativa de las elecciones a nivel nacional.,Mayores,Permaneció igual,Permanezca igual,Muy poco,Permaneció igual,Permanezcan igual,Nada,Moderado,Mucho,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,9:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.351678,-58.793442,4000000,,4256,,
Carnicería,False,2025.0,3.0,3.0,Permanezca igual,Mejor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Algo,Moderado,False,True,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",4:00 pm,8:00 pm,Hombre,Rentado,Secundaria,De 51 a 60,-34.351376,-58.794203,4000000,,5678,,
Kiosko,False,2006.0,4.0,0.0,Permanezca igual,Peor,La gente no tiene plata y precios suben,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Aumenten,Poco,Poco,Mucho,Moderado,True,False,True,False,False,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",12:00 pm,11:00 pm,Hombre,Rentado,Universidad y más,De 31 a 40,-34.538444,-58.476617,3000000,,1300,,
Granja,False,2020.0,2.0,0.0,Aumente,Igual,La Venta es la misma y los clientes son los mismos. Los costos fijos son los que aumentaron,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:30 am,8:30 pm,Mujer,Rentado,Secundaria,De 31 a 40,-34.5508098,-58.5525185,1500000.0,$1500000,,$450000,450000.0
Confitería o Panadería,False,2022.0,4.0,4.0,Permanezca igual,Peor,No hay consumo,Menores,Permaneció igual,Disminuya,Muy poco,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",6:00 am,7:30 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.5509487,-58.552651,2000000.0,$2000000,,$400000,400000.0
Granja,False,2001.0,1.0,1.0,Permanezca igual,Igual,Están igual,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Mucho,True,False,False,False,False,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,1:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.8330683,-58.1821967,3000000,,3100,,
Granja,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.5519679,-58.5567195,,,,,
Verdulería,False,2019.0,1.0,0.0,Permanezca igual,Peor,Por falta de capital,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Nada,Moderado,Poco,False,False,True,False,False,No,Los procedimientos para aplicar son complicados,False,Porque está satisfecho con su negocio,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,Ninguna de las anteriores.,9:00 am,9:00 pm,Hombre,Rentado,Preparatoria,Más de 60,-34.8207967,-58.4926352,1200000,,,No sabe,
Verdulería,False,2019.0,2.0,1.0,Permanezca igual,Peor,Creo que disminuyeron por la pérdida del poder adquisitivo de la gente,Mayores,Disminuyó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Poco,Poco,Mucho,False,False,False,False,False,,No necesito un crédito,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.82240392145402,-58.46334834892567,,No lo cerraría,,No tengo el consumo,
Dietéticas,False,2012.0,1.0,0.0,Permanezca igual,Igual,Va fluctuando segun las distintas etapas del año,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Moderado,Algo,False,False,False,False,False,,No necesito un crédito,False,Porque tendría que hacer trámites muy costosos,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,8:00 pm,Hombre,Propio,Universidad y más,De 41 a 50,-34.5513961,-58.5520656,30000000,,,$540000,540000.0
Cafeterías,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almacén,False,2023.0,6.0,6.0,Aumente,Mejor,Por la temporada,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Algo,Poco,Moderado,Moderado,False,False,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,11:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.828174,-58.1829058,1000000,,,No sabe,
Carnicería,False,2021.0,3.0,3.0,Permanezca igual,Igual,La gente no tiene para gastar,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Mucho,Algo,Nada,False,False,False,False,False,,No necesito un crédito,False,Porque sería muy complicado administrarlo,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.5490574,-58.5510597,2000000.0,$2000000,,$500000,500000.0
Verdulería,False,1999.0,2.0,0.0,Permanezca igual,Peor,Por la economia,Mayores,Disminuyó,Incremente,Muy poco,Bajó,Aumenten,Poco,Nada,Poco,Poco,False,False,False,False,False,No,Las tasas de interés son muy altas,False,Porque teme a la inseguridad,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,9:00 pm,Hombre,Propio,Primaria,Más de 60,-34.8196401,-58.4905246,,No quiere cerrar,,No sabe,
Kiosko,False,2010.0,1.0,0.0,Permanezca igual,Igual,Siempre se mantiene igual,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Poco,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:00 am,7:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.5489373,-58.5510148,0,,,,
